CAALFM_C100040WA	GO:0000822,GO:0005543,GO:0005643,GO:0005737,GO:0006446,GO:0006449,GO:0016973,GO:0031369,GO:0044614
CAALFM_C100060WA	GO:0005515
CAALFM_C100070WA	GO:0004163,GO:0004163,GO:0005524,GO:0005829,GO:0005829,GO:0008299,GO:0019287,GO:0019287
CAALFM_C100080CA	GO:0000978,GO:0000981,GO:0006357
CAALFM_C100090WA	GO:0016020
CAALFM_C100100CA	GO:0005739,GO:0008808,GO:0016020,GO:0032049
CAALFM_C100110WA	GO:0005524,GO:0005832,GO:0006457,GO:0006457,GO:0016887,GO:0051082,GO:0051082,GO:0140662,GO:0140662
CAALFM_C100120CA	GO:0000162,GO:0004640,GO:0004640
CAALFM_C100130CA	GO:0000938,GO:0042147
CAALFM_C100140WA	GO:0005515
CAALFM_C100150CA	GO:0005737,GO:0005829,GO:0005886,GO:0030674,GO:0031625,GO:0070086
CAALFM_C100160CA	GO:0003729
CAALFM_C100170WA	GO:0003852,GO:0003852,GO:0005739,GO:0009098,GO:0009098
CAALFM_C100180WA	GO:0003729,GO:0003735,GO:0003735,GO:0005840,GO:0005840,GO:0006412,GO:0006412,GO:0017148,GO:0022625
CAALFM_C100200CA	GO:0003723
CAALFM_C100220WA	GO:0005737,GO:0009277,GO:0042124,GO:0071970
CAALFM_C100230CA	GO:0005096,GO:0031578,GO:0044732,GO:0046578,GO:1990334
CAALFM_C100290WA	GO:0003676,GO:0015074
CAALFM_C100310WA	GO:0005886,GO:0022857,GO:0022857,GO:0055085,GO:0055085
CAALFM_C100320WA	GO:0005768,GO:0006886,GO:0030904,GO:0030904,GO:0042147,GO:0042147
CAALFM_C100330CA	GO:0000289,GO:0000932,GO:0006355,GO:0030015
CAALFM_C100340WA	GO:0004017,GO:0004017,GO:0005524,GO:0005524,GO:0005634,GO:0005737,GO:0016887,GO:0016887
CAALFM_C100350CA	GO:0004392,GO:0004392,GO:0006788,GO:0006788
CAALFM_C100380CA	GO:0004596,GO:0005515,GO:0005737,GO:0017196,GO:0031416
CAALFM_C100390WA	GO:0005388,GO:0005524,GO:0005886,GO:0006874,GO:0016887,GO:0070588
CAALFM_C100400WA	GO:0005737,GO:0006979
CAALFM_C100410CA	GO:0004029,GO:0005737,GO:0006081,GO:0006081
CAALFM_C100430WA	GO:0000329,GO:0000422,GO:0005515,GO:0005829,GO:0006497,GO:0019898,GO:0032266,GO:0034045,GO:0034497,GO:0044804,GO:0080025
CAALFM_C100440WA	GO:0004843,GO:0004843,GO:0005515,GO:0016579,GO:0016579,GO:0043161,GO:0061136,GO:0070628
CAALFM_C100460WA	GO:0005744,GO:0030150,GO:0045039
CAALFM_C100470CA	GO:0005737,GO:0008270,GO:0043227,GO:0070290,GO:0070290,GO:0070291,GO:0070292
CAALFM_C100480CA	GO:0005524,GO:0005524,GO:0016887
CAALFM_C100490CA	GO:0005634,GO:0005737,GO:0015038,GO:0034599
CAALFM_C100500CA	GO:0004462,GO:0046872
CAALFM_C100510WA	GO:0000287,GO:0003864,GO:0003864,GO:0005739,GO:0015940,GO:0015940
CAALFM_C100520WA	GO:0004331,GO:0005829,GO:0006003,GO:0030388,GO:0043069,GO:0043456,GO:0045739,GO:0045820
CAALFM_C100530CA	GO:0000151,GO:0000209,GO:0006513,GO:0034450
CAALFM_C100540CA	GO:0000151,GO:0000209,GO:0006513,GO:0034450
CAALFM_C100550WA	GO:0000324,GO:0005886,GO:0006751,GO:0006751,GO:0036374,GO:0036374
CAALFM_C100560WA	GO:0006457,GO:0051879,GO:0051879
CAALFM_C100590WA	GO:0003746,GO:0003746,GO:0003924,GO:0005525,GO:0005739,GO:0070125
CAALFM_C100600WA	GO:0005680,GO:0007091,GO:0031145,GO:0060090,GO:0070979
CAALFM_C100610WA	GO:0004609,GO:0004609,GO:0005739,GO:0005739,GO:0006646
CAALFM_C100620WA	GO:0001934,GO:0005634,GO:0005737,GO:0007165,GO:0030295,GO:0051301
CAALFM_C100630WA	GO:0004458,GO:0005739,GO:0008720,GO:0071949,GO:1903457
CAALFM_C100640CA	GO:0001018,GO:0003899,GO:0003899,GO:0006390,GO:0034245
CAALFM_C100650CA	GO:0000815,GO:0005771,GO:0006900,GO:0009898,GO:0032511
CAALFM_C100660CA	GO:0000139,GO:0000149,GO:0005484,GO:0005484,GO:0006886,GO:0006886,GO:0006888,GO:0006906,GO:0012505,GO:0031201,GO:0048278
CAALFM_C100670CA	GO:0000976,GO:0000981,GO:0005634,GO:0008270,GO:0045944
CAALFM_C100680WA	GO:0016787
CAALFM_C100690WA	GO:0000139,GO:0005829,GO:0006886,GO:0034066,GO:0042147
CAALFM_C100700WA	GO:0005747,GO:0005747,GO:0006979
CAALFM_C100710CA	GO:0000226,GO:0000278,GO:0003924,GO:0005200,GO:0005200,GO:0005525,GO:0005525,GO:0005737,GO:0005874,GO:0005874
CAALFM_C100730CA	GO:0005516,GO:0005737,GO:0005955,GO:0031505,GO:0033192,GO:0097720
CAALFM_C100740CA	GO:0004586,GO:0005737,GO:0033387
CAALFM_C100750CA	GO:0006623,GO:0032266,GO:0033565,GO:0043130,GO:0043130,GO:0043328,GO:0046872
CAALFM_C100770CA	GO:0005783,GO:0005783,GO:0005789,GO:0006458,GO:0006458,GO:0007118,GO:0051082
CAALFM_C100800CA	GO:0005783,GO:0006696
CAALFM_C100810WA	GO:0006488,GO:0016758
CAALFM_C100830WA	GO:0015297,GO:0016020,GO:0016020,GO:0042910,GO:1990961
CAALFM_C100860WA	GO:0000045,GO:0000153,GO:0000422,GO:0005829,GO:0019776,GO:0044804
CAALFM_C100870WA	GO:0005737,GO:0008374,GO:0019432,GO:0019915,GO:0046027,GO:0097038
CAALFM_C100890WA	GO:0003924,GO:0003924,GO:0005509,GO:0005525,GO:0005525,GO:0005741,GO:0005741,GO:0007005,GO:0007005,GO:0007264,GO:0010821
CAALFM_C100900WA	GO:0000055,GO:0000447,GO:0005515,GO:0005515,GO:0005634,GO:0005634,GO:0005730,GO:0030687,GO:0042254,GO:0042254,GO:0042273
CAALFM_C100910WA	GO:0000500,GO:0001165,GO:0005634,GO:0006361,GO:0042790
CAALFM_C100930CA	GO:0000122,GO:0000785,GO:0003714,GO:0016575,GO:0070822
CAALFM_C100940WA	GO:0001055,GO:0003677,GO:0005665,GO:0005665,GO:0006366,GO:0046983
CAALFM_C100950CA	GO:0000278,GO:0000922,GO:0004672,GO:0005515,GO:0005524,GO:0005634,GO:0005737,GO:0005813,GO:0005816,GO:0006468,GO:0032465,GO:1902542
CAALFM_C100960CA	GO:0003676,GO:0005515,GO:0042800,GO:0042800,GO:0048188,GO:0048188,GO:0051568
CAALFM_C100980WA	GO:0003735,GO:0005840,GO:0006412
CAALFM_C100990CA	GO:0004252,GO:0005515,GO:0006508
CAALFM_C101000CA	GO:0003677,GO:0005664,GO:0006260
CAALFM_C101010WA	GO:0005747,GO:0022900,GO:0022900
CAALFM_C101030WA	GO:0005634,GO:0016274,GO:0016274,GO:0018216,GO:0018216
CAALFM_C101040WA	GO:0006979,GO:0030091,GO:0033743
CAALFM_C101050CA	GO:0016627,GO:0042761
CAALFM_C101060WA	GO:0003677,GO:0005634
CAALFM_C101070CA	GO:0000070,GO:0000444,GO:0000444,GO:0051301,GO:0051301
CAALFM_C101090CA	GO:0005739
CAALFM_C101100WA	GO:0005509,GO:0005891,GO:0008331,GO:0016020,GO:0098703
CAALFM_C101110CA	GO:0005634,GO:0005737,GO:0008270
CAALFM_C101130WA	GO:0005515
CAALFM_C101140CA	GO:0000164,GO:0005979,GO:0008157,GO:2001069
CAALFM_C101150CA	GO:0005515,GO:0008175,GO:0030488,GO:0031591
